"","country","year","sex","age","suicides_no","population","gdp_for_year","gdp_per_capita","generation","continent"
"15410","Luxembourg",2001,"Male","55-74",15,38220,21272418792,51391,"Silent","Europe"
"15411","Luxembourg",2001,"Female","75+",5,17274,21272418792,51391,"Silent","Europe"
"15412","Luxembourg",2001,"Male","35-54",19,68558,21272418792,51391,"Boomers","Europe"
"15413","Luxembourg",2001,"Female","55-74",10,41330,21272418792,51391,"Silent","Europe"
"15414","Luxembourg",2001,"Male","25-34",8,34180,21272418792,51391,"Generation X","Europe"
"15415","Luxembourg",2001,"Female","25-34",7,34217,21272418792,51391,"Generation X","Europe"
"15416","Luxembourg",2001,"Male","15-24",3,25762,21272418792,51391,"Millenials","Europe"
"15417","Luxembourg",2001,"Female","15-24",1,24980,21272418792,51391,"Millenials","Europe"
"15418","Luxembourg",2001,"Female","35-54",0,65725,21272418792,51391,"Boomers","Europe"
"15419","Luxembourg",2001,"Female","5-14",0,27034,21272418792,51391,"Millenials","Europe"
"15420","Luxembourg",2001,"Male","5-14",0,28343,21272418792,51391,"Millenials","Europe"
"15421","Luxembourg",2002,"Male","55-74",27,38724,23616328816,56484,"Silent","Europe"
"15422","Luxembourg",2002,"Male","75+",6,8635,23616328816,56484,"Silent","Europe"
"15423","Luxembourg",2002,"Male","25-34",8,33839,23616328816,56484,"Generation X","Europe"
"15424","Luxembourg",2002,"Male","15-24",6,25897,23616328816,56484,"Millenials","Europe"
"15425","Luxembourg",2002,"Male","35-54",16,69685,23616328816,56484,"Boomers","Europe"
"15426","Luxembourg",2002,"Female","55-74",8,41566,23616328816,56484,"Silent","Europe"
"15427","Luxembourg",2002,"Female","75+",3,17636,23616328816,56484,"Silent","Europe"
"15428","Luxembourg",2002,"Female","35-54",10,67029,23616328816,56484,"Boomers","Europe"
"15429","Luxembourg",2002,"Female","15-24",1,25089,23616328816,56484,"Millenials","Europe"
"15430","Luxembourg",2002,"Female","25-34",0,33876,23616328816,56484,"Generation X","Europe"
"15431","Luxembourg",2002,"Female","5-14",0,27411,23616328816,56484,"Millenials","Europe"
"15432","Luxembourg",2002,"Male","5-14",0,28719,23616328816,56484,"Millenials","Europe"
"15433","Luxembourg",2003,"Male","75+",6,9133,29557325056,69768,"Silent","Europe"
"15434","Luxembourg",2003,"Male","15-24",6,26415,29557325056,69768,"Millenials","Europe"
"15435","Luxembourg",2003,"Male","55-74",8,39335,29557325056,69768,"Silent","Europe"
"15436","Luxembourg",2003,"Male","35-54",14,70996,29557325056,69768,"Boomers","Europe"
"15437","Luxembourg",2003,"Male","25-34",5,33450,29557325056,69768,"Generation X","Europe"
"15438","Luxembourg",2003,"Female","35-54",4,68468,29557325056,69768,"Boomers","Europe"
"15439","Luxembourg",2003,"Female","55-74",2,41982,29557325056,69768,"Silent","Europe"
"15440","Luxembourg",2003,"Female","15-24",1,25512,29557325056,69768,"Millenials","Europe"
"15441","Luxembourg",2003,"Male","5-14",1,29105,29557325056,69768,"Millenials","Europe"
"15442","Luxembourg",2003,"Female","25-34",1,33475,29557325056,69768,"Generation X","Europe"
"15443","Luxembourg",2003,"Female","5-14",0,27721,29557325056,69768,"Millenials","Europe"
"15444","Luxembourg",2003,"Female","75+",0,18062,29557325056,69768,"Silent","Europe"
"15445","Luxembourg",2004,"Male","75+",6,9641,34685281848,80639,"Silent","Europe"
"15446","Luxembourg",2004,"Male","25-34",9,33259,34685281848,80639,"Generation X","Europe"
"15447","Luxembourg",2004,"Male","35-54",19,72279,34685281848,80639,"Boomers","Europe"
"15448","Luxembourg",2004,"Male","55-74",7,40050,34685281848,80639,"Silent","Europe"
"15449","Luxembourg",2004,"Female","75+",3,18524,34685281848,80639,"Silent","Europe"
"15450","Luxembourg",2004,"Male","15-24",4,27235,34685281848,80639,"Millenials","Europe"
"15451","Luxembourg",2004,"Female","55-74",6,42429,34685281848,80639,"Silent","Europe"
"15452","Luxembourg",2004,"Female","35-54",8,69884,34685281848,80639,"Boomers","Europe"
"15453","Luxembourg",2004,"Female","15-24",0,26128,34685281848,80639,"Millenials","Europe"
"15454","Luxembourg",2004,"Female","25-34",0,33179,34685281848,80639,"Generation X","Europe"
"15455","Luxembourg",2004,"Female","5-14",0,28020,34685281848,80639,"Millenials","Europe"
"15456","Luxembourg",2004,"Male","5-14",0,29500,34685281848,80639,"Millenials","Europe"
"15457","Luxembourg",2005,"Male","75+",7,10242,37347394603,85397,"Silent","Europe"
"15458","Luxembourg",2005,"Male","35-54",16,73579,37347394603,85397,"Boomers","Europe"
"15459","Luxembourg",2005,"Male","15-24",6,27957,37347394603,85397,"Millenials","Europe"
"15460","Luxembourg",2005,"Male","55-74",7,40759,37347394603,85397,"Silent","Europe"
"15461","Luxembourg",2005,"Male","25-34",3,33273,37347394603,85397,"Generation X","Europe"
"15462","Luxembourg",2005,"Female","35-54",6,71364,37347394603,85397,"Boomers","Europe"
"15463","Luxembourg",2005,"Female","75+",1,19135,37347394603,85397,"Silent","Europe"
"15464","Luxembourg",2005,"Female","55-74",2,42875,37347394603,85397,"Silent","Europe"
"15465","Luxembourg",2005,"Female","25-34",1,33120,37347394603,85397,"Generation X","Europe"
"15466","Luxembourg",2005,"Female","15-24",0,26691,37347394603,85397,"Millenials","Europe"
"15467","Luxembourg",2005,"Female","5-14",0,28450,37347394603,85397,"Millenials","Europe"
"15468","Luxembourg",2005,"Male","5-14",0,29893,37347394603,85397,"Millenials","Europe"
"15469","Luxembourg",2006,"Male","75+",8,10878,42414308117,95351,"Silent","Europe"
"15470","Luxembourg",2006,"Male","35-54",22,75006,42414308117,95351,"Boomers","Europe"
"15471","Luxembourg",2006,"Male","55-74",10,41414,42414308117,95351,"Silent","Europe"
"15472","Luxembourg",2006,"Female","35-54",12,72885,42414308117,95351,"Boomers","Europe"
"15473","Luxembourg",2006,"Male","15-24",4,28509,42414308117,95351,"Millenials","Europe"
"15474","Luxembourg",2006,"Female","55-74",4,43289,42414308117,95351,"Silent","Europe"
"15475","Luxembourg",2006,"Male","25-34",3,33484,42414308117,95351,"Generation X","Europe"
"15476","Luxembourg",2006,"Female","75+",1,19651,42414308117,95351,"Silent","Europe"
"15477","Luxembourg",2006,"Female","25-34",1,33421,42414308117,95351,"Generation X","Europe"
"15478","Luxembourg",2006,"Female","15-24",0,27217,42414308117,95351,"Millenials","Europe"
"15479","Luxembourg",2006,"Female","5-14",0,28857,42414308117,95351,"Millenials","Europe"
"15480","Luxembourg",2006,"Male","5-14",0,30210,42414308117,95351,"Millenials","Europe"
"15481","Luxembourg",2007,"Male","55-74",14,42200,50888134410,112581,"Silent","Europe"
"15482","Luxembourg",2007,"Male","35-54",25,76346,50888134410,112581,"Boomers","Europe"
"15483","Luxembourg",2007,"Male","25-34",9,33901,50888134410,112581,"Generation X","Europe"
"15484","Luxembourg",2007,"Male","75+",3,11340,50888134410,112581,"Silent","Europe"
"15485","Luxembourg",2007,"Female","55-74",10,43834,50888134410,112581,"Silent","Europe"
"15486","Luxembourg",2007,"Female","35-54",9,74214,50888134410,112581,"Boomers","Europe"
"15487","Luxembourg",2007,"Female","75+",2,20040,50888134410,112581,"Silent","Europe"
"15488","Luxembourg",2007,"Female","15-24",2,27674,50888134410,112581,"Millenials","Europe"
"15489","Luxembourg",2007,"Male","15-24",2,28964,50888134410,112581,"Millenials","Europe"
"15490","Luxembourg",2007,"Female","25-34",2,33942,50888134410,112581,"Generation X","Europe"
"15491","Luxembourg",2007,"Female","5-14",0,29088,50888134410,112581,"Generation Z","Europe"
"15492","Luxembourg",2007,"Male","5-14",0,30469,50888134410,112581,"Generation Z","Europe"
"15493","Luxembourg",2008,"Male","75+",5,11706,55849686539,121315,"Silent","Europe"
"15494","Luxembourg",2008,"Male","35-54",20,77730,55849686539,121315,"Boomers","Europe"
"15495","Luxembourg",2008,"Male","55-74",6,43218,55849686539,121315,"Silent","Europe"
"15496","Luxembourg",2008,"Male","25-34",4,34724,55849686539,121315,"Generation X","Europe"
"15497","Luxembourg",2008,"Female","55-74",3,44697,55849686539,121315,"Silent","Europe"
"15498","Luxembourg",2008,"Female","75+",1,20350,55849686539,121315,"Silent","Europe"
"15499","Luxembourg",2008,"Female","35-54",3,75463,55849686539,121315,"Boomers","Europe"
"15500","Luxembourg",2008,"Female","25-34",1,34796,55849686539,121315,"Generation X","Europe"
"15501","Luxembourg",2008,"Female","15-24",0,28190,55849686539,121315,"Millenials","Europe"
"15502","Luxembourg",2008,"Female","5-14",0,29210,55849686539,121315,"Generation Z","Europe"
"15503","Luxembourg",2008,"Male","15-24",0,29576,55849686539,121315,"Millenials","Europe"
"15504","Luxembourg",2008,"Male","5-14",0,30711,55849686539,121315,"Generation Z","Europe"
"15505","Luxembourg",2009,"Male","75+",3,12114,51370543206,109483,"Silent","Europe"
"15506","Luxembourg",2009,"Male","55-74",10,44418,51370543206,109483,"Silent","Europe"
"15507","Luxembourg",2009,"Male","35-54",16,79077,51370543206,109483,"Boomers","Europe"
"15508","Luxembourg",2009,"Male","25-34",6,35713,51370543206,109483,"Generation X","Europe"
"15509","Luxembourg",2009,"Female","35-54",7,76687,51370543206,109483,"Boomers","Europe"
"15510","Luxembourg",2009,"Female","55-74",3,45716,51370543206,109483,"Silent","Europe"
"15511","Luxembourg",2009,"Female","75+",1,20687,51370543206,109483,"Silent","Europe"
"15512","Luxembourg",2009,"Male","15-24",1,30148,51370543206,109483,"Millenials","Europe"
"15513","Luxembourg",2009,"Female","25-34",1,35557,51370543206,109483,"Generation X","Europe"
"15514","Luxembourg",2009,"Female","15-24",0,28821,51370543206,109483,"Millenials","Europe"
"15515","Luxembourg",2009,"Female","5-14",0,29292,51370543206,109483,"Generation Z","Europe"
"15516","Luxembourg",2009,"Male","5-14",0,30979,51370543206,109483,"Generation Z","Europe"
"15517","Luxembourg",2010,"Male","75+",7,12469,53212476812,111328,"Silent","Europe"
"15518","Luxembourg",2010,"Male","35-54",24,80477,53212476812,111328,"Generation X","Europe"
"15519","Luxembourg",2010,"Male","55-74",5,45726,53212476812,111328,"Silent","Europe"
"15520","Luxembourg",2010,"Male","15-24",3,30768,53212476812,111328,"Millenials","Europe"
"15521","Luxembourg",2010,"Male","25-34",3,36519,53212476812,111328,"Generation X","Europe"
"15522","Luxembourg",2010,"Female","35-54",5,77946,53212476812,111328,"Generation X","Europe"
"15523","Luxembourg",2010,"Female","55-74",3,46835,53212476812,111328,"Silent","Europe"
"15524","Luxembourg",2010,"Female","25-34",2,36069,53212476812,111328,"Generation X","Europe"
"15525","Luxembourg",2010,"Female","75+",1,21038,53212476812,111328,"Silent","Europe"
"15526","Luxembourg",2010,"Male","5-14",1,31209,53212476812,111328,"Generation Z","Europe"
"15527","Luxembourg",2010,"Female","15-24",0,29539,53212476812,111328,"Millenials","Europe"
"15528","Luxembourg",2010,"Female","5-14",0,29384,53212476812,111328,"Generation Z","Europe"
"15529","Luxembourg",2011,"Male","75+",4,12991,60004630234,122729,"Silent","Europe"
"15530","Luxembourg",2011,"Male","35-54",20,82530,60004630234,122729,"Generation X","Europe"
"15531","Luxembourg",2011,"Female","75+",5,21428,60004630234,122729,"Silent","Europe"
"15532","Luxembourg",2011,"Male","55-74",7,47058,60004630234,122729,"Boomers","Europe"
"15533","Luxembourg",2011,"Male","25-34",4,37499,60004630234,122729,"Millenials","Europe"
"15534","Luxembourg",2011,"Female","15-24",3,30482,60004630234,122729,"Millenials","Europe"
"15535","Luxembourg",2011,"Female","35-54",6,79200,60004630234,122729,"Generation X","Europe"
"15536","Luxembourg",2011,"Male","15-24",2,31906,60004630234,122729,"Millenials","Europe"
"15537","Luxembourg",2011,"Female","55-74",3,48023,60004630234,122729,"Boomers","Europe"
"15538","Luxembourg",2011,"Female","25-34",1,37231,60004630234,122729,"Millenials","Europe"
"15539","Luxembourg",2011,"Female","5-14",0,29358,60004630234,122729,"Generation Z","Europe"
"15540","Luxembourg",2011,"Male","5-14",0,31212,60004630234,122729,"Generation Z","Europe"
"15541","Luxembourg",2012,"Male","75+",7,13581,56677961787,113120,"Silent","Europe"
"15542","Luxembourg",2012,"Male","55-74",10,48506,56677961787,113120,"Boomers","Europe"
"15543","Luxembourg",2012,"Male","35-54",13,84570,56677961787,113120,"Generation X","Europe"
"15544","Luxembourg",2012,"Male","15-24",5,33062,56677961787,113120,"Millenials","Europe"
"15545","Luxembourg",2012,"Male","25-34",4,38866,56677961787,113120,"Millenials","Europe"
"15546","Luxembourg",2012,"Female","75+",2,21770,56677961787,113120,"Silent","Europe"
"15547","Luxembourg",2012,"Female","35-54",5,80598,56677961787,113120,"Generation X","Europe"
"15548","Luxembourg",2012,"Female","55-74",3,49311,56677961787,113120,"Boomers","Europe"
"15549","Luxembourg",2012,"Female","15-24",1,31459,56677961787,113120,"Millenials","Europe"
"15550","Luxembourg",2012,"Female","25-34",1,38629,56677961787,113120,"Millenials","Europe"
"15551","Luxembourg",2012,"Female","5-14",0,29466,56677961787,113120,"Generation Z","Europe"
"15552","Luxembourg",2012,"Male","5-14",0,31226,56677961787,113120,"Generation Z","Europe"
"15553","Luxembourg",2013,"Male","75+",3,14046,61739352212,120423,"Silent","Europe"
"15554","Luxembourg",2013,"Male","55-74",9,50291,61739352212,120423,"Boomers","Europe"
"15555","Luxembourg",2013,"Female","55-74",8,50752,61739352212,120423,"Boomers","Europe"
"15556","Luxembourg",2013,"Male","35-54",10,86356,61739352212,120423,"Generation X","Europe"
"15557","Luxembourg",2013,"Female","75+",2,22111,61739352212,120423,"Silent","Europe"
"15558","Luxembourg",2013,"Male","15-24",2,33718,61739352212,120423,"Millenials","Europe"
"15559","Luxembourg",2013,"Female","25-34",2,39688,61739352212,120423,"Millenials","Europe"
"15560","Luxembourg",2013,"Female","35-54",4,82301,61739352212,120423,"Generation X","Europe"
"15561","Luxembourg",2013,"Female","15-24",0,32027,61739352212,120423,"Millenials","Europe"
"15562","Luxembourg",2013,"Female","5-14",0,29800,61739352212,120423,"Generation Z","Europe"
"15563","Luxembourg",2013,"Male","25-34",0,40174,61739352212,120423,"Millenials","Europe"
"15564","Luxembourg",2013,"Male","5-14",0,31425,61739352212,120423,"Generation Z","Europe"
"15565","Luxembourg",2014,"Male","55-74",18,52295,66327344189,126352,"Boomers","Europe"
"15566","Luxembourg",2014,"Male","75+",4,14546,66327344189,126352,"Silent","Europe"
"15567","Luxembourg",2014,"Male","35-54",20,88218,66327344189,126352,"Generation X","Europe"
"15568","Luxembourg",2014,"Male","25-34",7,41442,66327344189,126352,"Millenials","Europe"
"15569","Luxembourg",2014,"Female","75+",3,22669,66327344189,126352,"Silent","Europe"
"15570","Luxembourg",2014,"Female","55-74",5,52260,66327344189,126352,"Boomers","Europe"
"15571","Luxembourg",2014,"Female","15-24",2,32510,66327344189,126352,"Millenials","Europe"
"15572","Luxembourg",2014,"Male","15-24",2,34219,66327344189,126352,"Millenials","Europe"
"15573","Luxembourg",2014,"Female","25-34",2,40862,66327344189,126352,"Millenials","Europe"
"15574","Luxembourg",2014,"Female","35-54",3,84147,66327344189,126352,"Generation X","Europe"
"15575","Luxembourg",2014,"Male","5-14",1,31718,66327344189,126352,"Generation Z","Europe"
"15576","Luxembourg",2014,"Female","5-14",0,30054,66327344189,126352,"Generation Z","Europe"
"15577","Luxembourg",2015,"Male","55-74",16,54325,57784495265,107456,"Boomers","Europe"
"15578","Luxembourg",2015,"Male","75+",4,15011,57784495265,107456,"Silent","Europe"
"15579","Luxembourg",2015,"Male","35-54",17,90095,57784495265,107456,"Generation X","Europe"
"15580","Luxembourg",2015,"Female","55-74",9,53878,57784495265,107456,"Boomers","Europe"
"15581","Luxembourg",2015,"Male","15-24",4,34757,57784495265,107456,"Millenials","Europe"
"15582","Luxembourg",2015,"Male","25-34",4,42930,57784495265,107456,"Millenials","Europe"
"15583","Luxembourg",2015,"Female","75+",2,23189,57784495265,107456,"Silent","Europe"
"15584","Luxembourg",2015,"Female","35-54",6,85928,57784495265,107456,"Generation X","Europe"
"15585","Luxembourg",2015,"Female","5-14",1,30367,57784495265,107456,"Generation Z","Europe"
"15586","Luxembourg",2015,"Female","15-24",1,33170,57784495265,107456,"Millenials","Europe"
"15587","Luxembourg",2015,"Female","25-34",0,42000,57784495265,107456,"Millenials","Europe"
"15588","Luxembourg",2015,"Male","5-14",0,32098,57784495265,107456,"Generation Z","Europe"
"15589","Macau",1994,"Male","75+",2,3622,6265844252,18081,"G.I. Generation","Asia"
"15590","Macau",1994,"Female","75+",3,6106,6265844252,18081,"G.I. Generation","Asia"
"15591","Macau",1994,"Female","55-74",3,20340,6265844252,18081,"Silent","Asia"
"15592","Macau",1994,"Male","55-74",2,17269,6265844252,18081,"Silent","Asia"
"15593","Macau",1994,"Male","35-54",6,55677,6265844252,18081,"Boomers","Asia"
"15594","Macau",1994,"Male","25-34",3,34319,6265844252,18081,"Boomers","Asia"
"15595","Macau",1994,"Male","15-24",2,23147,6265844252,18081,"Generation X","Asia"
"15596","Macau",1994,"Female","35-54",4,48296,6265844252,18081,"Boomers","Asia"
"15597","Macau",1994,"Female","25-34",2,43286,6265844252,18081,"Boomers","Asia"
"15598","Macau",1994,"Female","15-24",0,28458,6265844252,18081,"Generation X","Asia"
"15599","Macau",1994,"Female","5-14",0,32221,6265844252,18081,"Millenials","Asia"
"15600","Macau",1994,"Male","5-14",0,33801,6265844252,18081,"Millenials","Asia"
"15601","Maldives",2000,"Female","15-24",0,30505,624337145,2524,"Generation X","Asia"
"15602","Maldives",2000,"Female","25-34",0,20187,624337145,2524,"Generation X","Asia"
"15603","Maldives",2000,"Female","35-54",0,21530,624337145,2524,"Boomers","Asia"
"15604","Maldives",2000,"Female","5-14",0,39553,624337145,2524,"Millenials","Asia"
"15605","Maldives",2000,"Female","55-74",0,9708,624337145,2524,"Silent","Asia"
"15606","Maldives",2000,"Female","75+",0,875,624337145,2524,"G.I. Generation","Asia"
"15607","Maldives",2000,"Male","15-24",0,30141,624337145,2524,"Generation X","Asia"
"15608","Maldives",2000,"Male","25-34",0,18613,624337145,2524,"Generation X","Asia"
"15609","Maldives",2000,"Male","35-54",0,21191,624337145,2524,"Boomers","Asia"
"15610","Maldives",2000,"Male","5-14",0,41677,624337145,2524,"Millenials","Asia"
